graph_id,source,generator,tier,num_nodes,num_edges,gen_params,layout_algorithm,layout_seed,graph_path,image_path,density,density_bucket,pred_num_vertices,pred_num_edges,abs_edge_error,abs_vertex_error,category,split
real_PROTEINS_0196,real,PROTEINS,medium,36,65,{},graphviz_sfdp,586795917,data/raw/real/PROTEINS/real_PROTEINS_0196.graphml,data/images/real_PROTEINS_0196.png,0.1031746031746031,sparse,29,37,28,7,in_distribution_normal,held_out
real_PROTEINS_0197,real,PROTEINS,small,14,24,{},graphviz_sfdp,824300699,data/raw/real/PROTEINS/real_PROTEINS_0197.graphml,data/images/real_PROTEINS_0197.png,0.2637362637362637,medium,13,25,1,1,in_distribution_normal,held_out
real_PROTEINS_0198,real,PROTEINS,xlarge,148,227,{},graphviz_sfdp,1991797175,data/raw/real/PROTEINS/real_PROTEINS_0198.graphml,data/images/real_PROTEINS_0198.png,0.0208678065820922,sparse,77,102,125,71,out_of_distribution_size,held_out
real_PROTEINS_0199,real,PROTEINS,large,54,115,{},graphviz_sfdp,3442582266,data/raw/real/PROTEINS/real_PROTEINS_0199.graphml,data/images/real_PROTEINS_0199.png,0.0803633822501747,sparse,28,33,82,26,in_distribution_normal,held_out
real_PROTEINS_0200,real,PROTEINS,xlarge,139,316,{},graphviz_sfdp,1908406732,data/raw/real/PROTEINS/real_PROTEINS_0200.graphml,data/images/real_PROTEINS_0200.png,0.0329475549994786,sparse,68,117,199,71,out_of_distribution_size,held_out
real_PROTEINS_0201,real,PROTEINS,large,52,108,{},graphviz_sfdp,2148208458,data/raw/real/PROTEINS/real_PROTEINS_0201.graphml,data/images/real_PROTEINS_0201.png,0.0814479638009049,sparse,39,49,59,13,in_distribution_normal,held_out
real_PROTEINS_0202,real,PROTEINS,large,96,137,{},graphviz_sfdp,2383655667,data/raw/real/PROTEINS/real_PROTEINS_0202.graphml,data/images/real_PROTEINS_0202.png,0.0300438596491228,sparse,81,94,43,15,in_distribution_normal,held_out
real_PROTEINS_0203,real,PROTEINS,large,61,110,{},graphviz_sfdp,2976404841,data/raw/real/PROTEINS/real_PROTEINS_0203.graphml,data/images/real_PROTEINS_0203.png,0.0601092896174863,sparse,35,39,71,26,in_distribution_normal,held_out
real_PROTEINS_0204,real,PROTEINS,small,12,25,{},graphviz_sfdp,378098048,data/raw/real/PROTEINS/real_PROTEINS_0204.graphml,data/images/real_PROTEINS_0204.png,0.3787878787878788,medium,11,28,3,1,in_distribution_normal,held_out
real_PROTEINS_0205,real,PROTEINS,small,12,24,{},graphviz_sfdp,1519711139,data/raw/real/PROTEINS/real_PROTEINS_0205.graphml,data/images/real_PROTEINS_0205.png,0.3636363636363636,medium,12,27,3,0,in_distribution_normal,held_out
real_PROTEINS_0206,real,PROTEINS,small,14,28,{},graphviz_sfdp,2049750383,data/raw/real/PROTEINS/real_PROTEINS_0206.graphml,data/images/real_PROTEINS_0206.png,0.3076923076923077,medium,13,24,4,1,in_distribution_normal,held_out
real_PROTEINS_0207,real,PROTEINS,large,55,77,{},graphviz_sfdp,311910680,data/raw/real/PROTEINS/real_PROTEINS_0207.graphml,data/images/real_PROTEINS_0207.png,0.0518518518518518,sparse,54,66,11,1,in_distribution_normal,held_out
real_PROTEINS_0208,real,PROTEINS,medium,42,87,{},graphviz_sfdp,120938065,data/raw/real/PROTEINS/real_PROTEINS_0208.graphml,data/images/real_PROTEINS_0208.png,0.1010452961672473,sparse,35,55,32,7,in_distribution_normal,held_out
real_PROTEINS_0209,real,PROTEINS,large,66,135,{},graphviz_sfdp,1787467501,data/raw/real/PROTEINS/real_PROTEINS_0209.graphml,data/images/real_PROTEINS_0209.png,0.0629370629370629,sparse,45,55,80,21,in_distribution_normal,held_out
real_PROTEINS_0210,real,PROTEINS,large,88,165,{},graphviz_sfdp,1224116203,data/raw/real/PROTEINS/real_PROTEINS_0210.graphml,data/images/real_PROTEINS_0210.png,0.043103448275862,sparse,55,74,91,33,in_distribution_normal,held_out
real_PROTEINS_0211,real,PROTEINS,large,60,121,{},graphviz_sfdp,2550115069,data/raw/real/PROTEINS/real_PROTEINS_0211.graphml,data/images/real_PROTEINS_0211.png,0.0683615819209039,sparse,38,52,69,22,in_distribution_normal,held_out
real_PROTEINS_0212,real,PROTEINS,small,19,37,{},graphviz_sfdp,2638300864,data/raw/real/PROTEINS/real_PROTEINS_0212.graphml,data/images/real_PROTEINS_0212.png,0.2163742690058479,medium,18,33,4,1,in_distribution_normal,held_out
real_PROTEINS_0213,real,PROTEINS,medium,43,83,{},graphviz_sfdp,585278725,data/raw/real/PROTEINS/real_PROTEINS_0213.graphml,data/images/real_PROTEINS_0213.png,0.0919158361018826,sparse,30,35,48,13,in_distribution_normal,held_out
real_PROTEINS_0214,real,PROTEINS,medium,43,76,{},graphviz_sfdp,147513871,data/raw/real/PROTEINS/real_PROTEINS_0214.graphml,data/images/real_PROTEINS_0214.png,0.0841638981173864,sparse,31,37,39,12,in_distribution_normal,held_out
real_PROTEINS_0215,real,PROTEINS,small,24,53,{},graphviz_sfdp,2062192383,data/raw/real/PROTEINS/real_PROTEINS_0215.graphml,data/images/real_PROTEINS_0215.png,0.1920289855072463,medium,19,37,16,5,in_distribution_normal,held_out
real_PROTEINS_0216,real,PROTEINS,medium,36,64,{},graphviz_sfdp,3895635398,data/raw/real/PROTEINS/real_PROTEINS_0216.graphml,data/images/real_PROTEINS_0216.png,0.1015873015873015,sparse,27,32,32,9,in_distribution_normal,held_out
real_PROTEINS_0217,real,PROTEINS,large,51,115,{},graphviz_sfdp,3429311463,data/raw/real/PROTEINS/real_PROTEINS_0217.graphml,data/images/real_PROTEINS_0217.png,0.0901960784313725,sparse,38,57,58,13,in_distribution_normal,held_out
real_PROTEINS_0218,real,PROTEINS,small,23,38,{},graphviz_sfdp,1272902329,data/raw/real/PROTEINS/real_PROTEINS_0218.graphml,data/images/real_PROTEINS_0218.png,0.150197628458498,medium,20,33,5,3,in_distribution_normal,held_out
real_PROTEINS_0219,real,PROTEINS,medium,30,64,{},graphviz_sfdp,2179147762,data/raw/real/PROTEINS/real_PROTEINS_0219.graphml,data/images/real_PROTEINS_0219.png,0.1471264367816092,sparse,20,30,34,10,in_distribution_normal,held_out
real_PROTEINS_0220,real,PROTEINS,medium,37,85,{},graphviz_sfdp,2669075677,data/raw/real/PROTEINS/real_PROTEINS_0220.graphml,data/images/real_PROTEINS_0220.png,0.1276276276276276,sparse,26,45,40,11,in_distribution_normal,held_out
real_PROTEINS_0221,real,PROTEINS,small,18,39,{},graphviz_sfdp,558599505,data/raw/real/PROTEINS/real_PROTEINS_0221.graphml,data/images/real_PROTEINS_0221.png,0.2549019607843137,medium,17,41,2,1,in_distribution_normal,held_out
real_PROTEINS_0222,real,PROTEINS,small,12,21,{},graphviz_sfdp,3095393607,data/raw/real/PROTEINS/real_PROTEINS_0222.graphml,data/images/real_PROTEINS_0222.png,0.3181818181818182,medium,11,20,1,1,in_distribution_normal,held_out
real_PROTEINS_0223,real,PROTEINS,medium,40,87,{},graphviz_sfdp,2655124236,data/raw/real/PROTEINS/real_PROTEINS_0223.graphml,data/images/real_PROTEINS_0223.png,0.1115384615384615,sparse,32,52,35,8,in_distribution_normal,held_out
real_PROTEINS_0224,real,PROTEINS,large,59,114,{},graphviz_sfdp,1116221643,data/raw/real/PROTEINS/real_PROTEINS_0224.graphml,data/images/real_PROTEINS_0224.png,0.0666277030976037,sparse,47,95,19,12,in_distribution_normal,held_out
real_PROTEINS_0225,real,PROTEINS,large,66,156,{},graphviz_sfdp,238639141,data/raw/real/PROTEINS/real_PROTEINS_0225.graphml,data/images/real_PROTEINS_0225.png,0.0727272727272727,sparse,33,39,117,33,in_distribution_normal,held_out
real_PROTEINS_0226,real,PROTEINS,medium,28,47,{},graphviz_sfdp,1892528112,data/raw/real/PROTEINS/real_PROTEINS_0226.graphml,data/images/real_PROTEINS_0226.png,0.1243386243386243,sparse,22,28,19,6,in_distribution_normal,held_out
real_PROTEINS_0227,real,PROTEINS,medium,47,80,{},graphviz_sfdp,3401147256,data/raw/real/PROTEINS/real_PROTEINS_0227.graphml,data/images/real_PROTEINS_0227.png,0.0740055504162812,sparse,31,36,44,16,in_distribution_normal,held_out
real_PROTEINS_0228,real,PROTEINS,xlarge,152,232,{},graphviz_sfdp,2471114443,data/raw/real/PROTEINS/real_PROTEINS_0228.graphml,data/images/real_PROTEINS_0228.png,0.0202161031718368,sparse,91,127,105,61,out_of_distribution_size,held_out
real_PROTEINS_0229,real,PROTEINS,medium,26,50,{},graphviz_sfdp,533546022,data/raw/real/PROTEINS/real_PROTEINS_0229.graphml,data/images/real_PROTEINS_0229.png,0.1538461538461538,medium,21,32,18,5,in_distribution_normal,held_out
real_PROTEINS_0230,real,PROTEINS,small,17,37,{},graphviz_sfdp,3055366936,data/raw/real/PROTEINS/real_PROTEINS_0230.graphml,data/images/real_PROTEINS_0230.png,0.2720588235294117,medium,17,37,0,0,in_distribution_normal,held_out
real_PROTEINS_0231,real,PROTEINS,medium,39,80,{},graphviz_sfdp,2558794082,data/raw/real/PROTEINS/real_PROTEINS_0231.graphml,data/images/real_PROTEINS_0231.png,0.1079622132253711,sparse,25,36,44,14,in_distribution_normal,held_out
real_PROTEINS_0232,real,PROTEINS,medium,36,64,{},graphviz_sfdp,1346175417,data/raw/real/PROTEINS/real_PROTEINS_0232.graphml,data/images/real_PROTEINS_0232.png,0.1015873015873015,sparse,30,52,12,6,in_distribution_normal,held_out
real_PROTEINS_0233,real,PROTEINS,xlarge,273,501,{},graphviz_sfdp,861134198,data/raw/real/PROTEINS/real_PROTEINS_0233.graphml,data/images/real_PROTEINS_0233.png,0.0134938590820943,sparse,85,136,365,188,out_of_distribution_size,held_out
real_PROTEINS_0234,real,PROTEINS,large,78,150,{},graphviz_sfdp,3186542511,data/raw/real/PROTEINS/real_PROTEINS_0234.graphml,data/images/real_PROTEINS_0234.png,0.0499500499500499,sparse,42,54,96,36,in_distribution_normal,held_out
real_PROTEINS_0235,real,PROTEINS,medium,47,90,{},graphviz_sfdp,1325335508,data/raw/real/PROTEINS/real_PROTEINS_0235.graphml,data/images/real_PROTEINS_0235.png,0.0832562442183163,sparse,30,38,52,17,in_distribution_normal,held_out
real_PROTEINS_0236,real,PROTEINS,xlarge,116,255,{},graphviz_sfdp,2452217914,data/raw/real/PROTEINS/real_PROTEINS_0236.graphml,data/images/real_PROTEINS_0236.png,0.0382308845577211,sparse,40,43,212,76,out_of_distribution_size,held_out
real_PROTEINS_0237,real,PROTEINS,small,22,43,{},graphviz_sfdp,3383853408,data/raw/real/PROTEINS/real_PROTEINS_0237.graphml,data/images/real_PROTEINS_0237.png,0.1861471861471861,medium,18,35,8,4,in_distribution_normal,held_out
real_PROTEINS_0238,real,PROTEINS,medium,46,89,{},graphviz_sfdp,795632445,data/raw/real/PROTEINS/real_PROTEINS_0238.graphml,data/images/real_PROTEINS_0238.png,0.0859903381642512,sparse,38,100,11,8,in_distribution_normal,held_out
real_PROTEINS_0239,real,PROTEINS,medium,43,90,{},graphviz_sfdp,2425127999,data/raw/real/PROTEINS/real_PROTEINS_0239.graphml,data/images/real_PROTEINS_0239.png,0.0996677740863787,sparse,40,63,27,3,in_distribution_normal,held_out
real_PROTEINS_0240,real,PROTEINS,xlarge,105,164,{},graphviz_sfdp,859009884,data/raw/real/PROTEINS/real_PROTEINS_0240.graphml,data/images/real_PROTEINS_0240.png,0.03003663003663,sparse,68,81,83,37,out_of_distribution_size,held_out
real_PROTEINS_0241,real,PROTEINS,medium,29,60,{},graphviz_sfdp,1726461349,data/raw/real/PROTEINS/real_PROTEINS_0241.graphml,data/images/real_PROTEINS_0241.png,0.1477832512315271,sparse,25,37,23,4,in_distribution_normal,held_out
real_PROTEINS_0242,real,PROTEINS,medium,30,66,{},graphviz_sfdp,1547122264,data/raw/real/PROTEINS/real_PROTEINS_0242.graphml,data/images/real_PROTEINS_0242.png,0.1517241379310344,medium,22,38,28,8,in_distribution_normal,held_out
real_PROTEINS_0243,real,PROTEINS,medium,38,82,{},graphviz_sfdp,2920084908,data/raw/real/PROTEINS/real_PROTEINS_0243.graphml,data/images/real_PROTEINS_0243.png,0.1166429587482219,sparse,31,48,34,7,in_distribution_normal,held_out
real_PROTEINS_0244,real,PROTEINS,medium,41,72,{},graphviz_sfdp,668660945,data/raw/real/PROTEINS/real_PROTEINS_0244.graphml,data/images/real_PROTEINS_0244.png,0.0878048780487804,sparse,31,39,33,10,in_distribution_normal,held_out
real_PROTEINS_0245,real,PROTEINS,xlarge,504,894,{},graphviz_sfdp,3881383967,data/raw/real/PROTEINS/real_PROTEINS_0245.graphml,data/images/real_PROTEINS_0245.png,0.0070529205718072,sparse,121,214,680,383,out_of_distribution_size,held_out
real_PROTEINS_0246,real,PROTEINS,medium,33,66,{},graphviz_sfdp,3152814527,data/raw/real/PROTEINS/real_PROTEINS_0246.graphml,data/images/real_PROTEINS_0246.png,0.125,sparse,22,28,38,11,in_distribution_normal,held_out
real_PROTEINS_0247,real,PROTEINS,medium,36,71,{},graphviz_sfdp,2879356542,data/raw/real/PROTEINS/real_PROTEINS_0247.graphml,data/images/real_PROTEINS_0247.png,0.1126984126984127,sparse,23,33,38,13,in_distribution_normal,held_out
real_PROTEINS_0248,real,PROTEINS,medium,27,47,{},graphviz_sfdp,298436701,data/raw/real/PROTEINS/real_PROTEINS_0248.graphml,data/images/real_PROTEINS_0248.png,0.1339031339031339,sparse,19,20,27,8,in_distribution_normal,held_out
real_PROTEINS_0249,real,PROTEINS,medium,35,69,{},graphviz_sfdp,291457926,data/raw/real/PROTEINS/real_PROTEINS_0249.graphml,data/images/real_PROTEINS_0249.png,0.1159663865546218,sparse,28,41,28,7,in_distribution_normal,held_out
real_PROTEINS_0250,real,PROTEINS,large,64,110,{},graphviz_sfdp,3730562261,data/raw/real/PROTEINS/real_PROTEINS_0250.graphml,data/images/real_PROTEINS_0250.png,0.054563492063492,sparse,51,61,49,13,in_distribution_normal,held_out
real_PROTEINS_0251,real,PROTEINS,medium,32,59,{},graphviz_sfdp,4176209631,data/raw/real/PROTEINS/real_PROTEINS_0251.graphml,data/images/real_PROTEINS_0251.png,0.1189516129032258,sparse,23,32,27,9,in_distribution_normal,held_out
real_PROTEINS_0252,real,PROTEINS,small,11,20,{},graphviz_sfdp,2560349982,data/raw/real/PROTEINS/real_PROTEINS_0252.graphml,data/images/real_PROTEINS_0252.png,0.3636363636363636,medium,11,23,3,0,in_distribution_normal,held_out
real_PROTEINS_0253,real,PROTEINS,xlarge,136,212,{},graphviz_sfdp,796132943,data/raw/real/PROTEINS/real_PROTEINS_0253.graphml,data/images/real_PROTEINS_0253.png,0.0230936819172113,sparse,104,134,78,32,out_of_distribution_size,held_out
real_PROTEINS_0254,real,PROTEINS,medium,27,61,{},graphviz_sfdp,3357404147,data/raw/real/PROTEINS/real_PROTEINS_0254.graphml,data/images/real_PROTEINS_0254.png,0.1737891737891738,medium,27,44,17,0,in_distribution_normal,held_out
real_PROTEINS_0255,real,PROTEINS,large,50,116,{},graphviz_sfdp,4001871354,data/raw/real/PROTEINS/real_PROTEINS_0255.graphml,data/images/real_PROTEINS_0255.png,0.0946938775510204,sparse,37,62,54,13,in_distribution_normal,held_out
real_PROTEINS_0256,real,PROTEINS,small,20,44,{},graphviz_sfdp,3343555900,data/raw/real/PROTEINS/real_PROTEINS_0256.graphml,data/images/real_PROTEINS_0256.png,0.231578947368421,medium,18,36,8,2,in_distribution_normal,held_out
real_PROTEINS_0257,real,PROTEINS,medium,33,66,{},graphviz_sfdp,1621954870,data/raw/real/PROTEINS/real_PROTEINS_0257.graphml,data/images/real_PROTEINS_0257.png,0.125,sparse,24,35,31,9,in_distribution_normal,held_out
real_PROTEINS_0258,real,PROTEINS,medium,32,70,{},graphviz_sfdp,3541963473,data/raw/real/PROTEINS/real_PROTEINS_0258.graphml,data/images/real_PROTEINS_0258.png,0.1411290322580645,sparse,24,43,27,8,in_distribution_normal,held_out
real_PROTEINS_0259,real,PROTEINS,large,69,144,{},graphviz_sfdp,2230011874,data/raw/real/PROTEINS/real_PROTEINS_0259.graphml,data/images/real_PROTEINS_0259.png,0.0613810741687979,sparse,38,49,95,31,in_distribution_normal,held_out
real_PROTEINS_0260,real,PROTEINS,medium,28,51,{},graphviz_sfdp,68147043,data/raw/real/PROTEINS/real_PROTEINS_0260.graphml,data/images/real_PROTEINS_0260.png,0.1349206349206349,sparse,21,26,25,7,in_distribution_normal,held_out
real_PROTEINS_0261,real,PROTEINS,medium,46,96,{},graphviz_sfdp,1700340092,data/raw/real/PROTEINS/real_PROTEINS_0261.graphml,data/images/real_PROTEINS_0261.png,0.0927536231884058,sparse,38,72,24,8,in_distribution_normal,held_out
real_PROTEINS_0262,real,PROTEINS,xlarge,208,450,{},graphviz_sfdp,2518684426,data/raw/real/PROTEINS/real_PROTEINS_0262.graphml,data/images/real_PROTEINS_0262.png,0.0209030100334448,sparse,36,43,407,172,out_of_distribution_size,held_out
real_PROTEINS_0263,real,PROTEINS,medium,30,72,{},graphviz_sfdp,1296234511,data/raw/real/PROTEINS/real_PROTEINS_0263.graphml,data/images/real_PROTEINS_0263.png,0.1655172413793103,medium,26,47,25,4,in_distribution_normal,held_out
real_PROTEINS_0264,real,PROTEINS,medium,48,111,{},graphviz_sfdp,1284453912,data/raw/real/PROTEINS/real_PROTEINS_0264.graphml,data/images/real_PROTEINS_0264.png,0.0984042553191489,sparse,37,52,59,11,in_distribution_normal,held_out
real_PROTEINS_0265,real,PROTEINS,medium,28,58,{},graphviz_sfdp,2543373621,data/raw/real/PROTEINS/real_PROTEINS_0265.graphml,data/images/real_PROTEINS_0265.png,0.1534391534391534,medium,21,30,28,7,in_distribution_normal,held_out
real_PROTEINS_0266,real,PROTEINS,medium,40,71,{},graphviz_sfdp,564599024,data/raw/real/PROTEINS/real_PROTEINS_0266.graphml,data/images/real_PROTEINS_0266.png,0.091025641025641,sparse,29,33,38,11,in_distribution_normal,held_out
real_PROTEINS_0267,real,PROTEINS,medium,38,80,{},graphviz_sfdp,3338757186,data/raw/real/PROTEINS/real_PROTEINS_0267.graphml,data/images/real_PROTEINS_0267.png,0.1137980085348506,sparse,28,42,38,10,in_distribution_normal,held_out
real_PROTEINS_0268,real,PROTEINS,xlarge,108,156,{},graphviz_sfdp,3386637270,data/raw/real/PROTEINS/real_PROTEINS_0268.graphml,data/images/real_PROTEINS_0268.png,0.0269989615784008,sparse,82,117,39,26,out_of_distribution_size,held_out
real_PROTEINS_0269,real,PROTEINS,medium,31,57,{},graphviz_sfdp,3099916082,data/raw/real/PROTEINS/real_PROTEINS_0269.graphml,data/images/real_PROTEINS_0269.png,0.1225806451612903,sparse,25,35,22,6,in_distribution_normal,held_out
real_PROTEINS_0270,real,PROTEINS,medium,35,63,{},graphviz_sfdp,2368063559,data/raw/real/PROTEINS/real_PROTEINS_0270.graphml,data/images/real_PROTEINS_0270.png,0.1058823529411764,sparse,25,31,32,10,in_distribution_normal,held_out
real_PROTEINS_0271,real,PROTEINS,medium,38,70,{},graphviz_sfdp,1058199763,data/raw/real/PROTEINS/real_PROTEINS_0271.graphml,data/images/real_PROTEINS_0271.png,0.0995732574679943,sparse,32,66,4,6,in_distribution_normal,held_out
real_PROTEINS_0272,real,PROTEINS,medium,36,69,{},graphviz_sfdp,1180866190,data/raw/real/PROTEINS/real_PROTEINS_0272.graphml,data/images/real_PROTEINS_0272.png,0.1095238095238095,sparse,31,39,30,5,in_distribution_normal,held_out
real_PROTEINS_0273,real,PROTEINS,medium,36,71,{},graphviz_sfdp,1610115267,data/raw/real/PROTEINS/real_PROTEINS_0273.graphml,data/images/real_PROTEINS_0273.png,0.1126984126984127,sparse,28,39,32,8,in_distribution_normal,held_out
real_PROTEINS_0274,real,PROTEINS,xlarge,105,178,{},graphviz_sfdp,2485712496,data/raw/real/PROTEINS/real_PROTEINS_0274.graphml,data/images/real_PROTEINS_0274.png,0.0326007326007326,sparse,78,107,71,27,out_of_distribution_size,held_out
real_PROTEINS_0275,real,PROTEINS,medium,33,68,{},graphviz_sfdp,125664158,data/raw/real/PROTEINS/real_PROTEINS_0275.graphml,data/images/real_PROTEINS_0275.png,0.1287878787878787,sparse,29,42,26,4,in_distribution_normal,held_out
real_PROTEINS_0276,real,PROTEINS,xlarge,226,316,{},graphviz_sfdp,3547983079,data/raw/real/PROTEINS/real_PROTEINS_0276.graphml,data/images/real_PROTEINS_0276.png,0.0124287118977384,sparse,79,112,204,147,out_of_distribution_size,held_out
real_PROTEINS_0277,real,PROTEINS,small,17,32,{},graphviz_sfdp,2366269483,data/raw/real/PROTEINS/real_PROTEINS_0277.graphml,data/images/real_PROTEINS_0277.png,0.2352941176470588,medium,15,27,5,2,in_distribution_normal,held_out
real_PROTEINS_0278,real,PROTEINS,large,71,153,{},graphviz_sfdp,2571387281,data/raw/real/PROTEINS/real_PROTEINS_0278.graphml,data/images/real_PROTEINS_0278.png,0.0615694164989939,sparse,42,61,92,29,in_distribution_normal,held_out
real_PROTEINS_0279,real,PROTEINS,small,20,42,{},graphviz_sfdp,3444171445,data/raw/real/PROTEINS/real_PROTEINS_0279.graphml,data/images/real_PROTEINS_0279.png,0.2210526315789473,medium,16,29,13,4,in_distribution_normal,held_out
real_PROTEINS_0280,real,PROTEINS,medium,28,64,{},graphviz_sfdp,68827424,data/raw/real/PROTEINS/real_PROTEINS_0280.graphml,data/images/real_PROTEINS_0280.png,0.1693121693121693,medium,26,49,15,2,in_distribution_normal,held_out
real_PROTEINS_0281,real,PROTEINS,medium,48,93,{},graphviz_sfdp,3752247027,data/raw/real/PROTEINS/real_PROTEINS_0281.graphml,data/images/real_PROTEINS_0281.png,0.0824468085106382,sparse,31,38,55,17,in_distribution_normal,held_out
real_PROTEINS_0282,real,PROTEINS,xlarge,246,435,{},graphviz_sfdp,150670681,data/raw/real/PROTEINS/real_PROTEINS_0282.graphml,data/images/real_PROTEINS_0282.png,0.0144350423096067,sparse,72,121,314,174,out_of_distribution_size,held_out
real_PROTEINS_0283,real,PROTEINS,medium,28,57,{},graphviz_sfdp,3460261266,data/raw/real/PROTEINS/real_PROTEINS_0283.graphml,data/images/real_PROTEINS_0283.png,0.1507936507936507,medium,21,38,19,7,in_distribution_normal,held_out
real_PROTEINS_0284,real,PROTEINS,xlarge,117,194,{},graphviz_sfdp,1708515663,data/raw/real/PROTEINS/real_PROTEINS_0284.graphml,data/images/real_PROTEINS_0284.png,0.0285882699675803,sparse,71,105,89,46,out_of_distribution_size,held_out
real_PROTEINS_0285,real,PROTEINS,large,63,131,{},graphviz_sfdp,1840273087,data/raw/real/PROTEINS/real_PROTEINS_0285.graphml,data/images/real_PROTEINS_0285.png,0.0670762928827445,sparse,51,87,44,12,in_distribution_normal,held_out
real_PROTEINS_0286,real,PROTEINS,medium,48,79,{},graphviz_sfdp,1863465964,data/raw/real/PROTEINS/real_PROTEINS_0286.graphml,data/images/real_PROTEINS_0286.png,0.0700354609929078,sparse,38,49,30,10,in_distribution_normal,held_out
real_PROTEINS_0287,real,PROTEINS,medium,40,93,{},graphviz_sfdp,3531865943,data/raw/real/PROTEINS/real_PROTEINS_0287.graphml,data/images/real_PROTEINS_0287.png,0.1192307692307692,sparse,33,54,39,7,in_distribution_normal,held_out
real_PROTEINS_0288,real,PROTEINS,large,95,199,{},graphviz_sfdp,339194657,data/raw/real/PROTEINS/real_PROTEINS_0288.graphml,data/images/real_PROTEINS_0288.png,0.044568868980963,sparse,42,47,152,53,in_distribution_normal,held_out
real_PROTEINS_0289,real,PROTEINS,medium,34,65,{},graphviz_sfdp,2938119411,data/raw/real/PROTEINS/real_PROTEINS_0289.graphml,data/images/real_PROTEINS_0289.png,0.1158645276292335,sparse,31,54,11,3,in_distribution_normal,held_out
real_PROTEINS_0290,real,PROTEINS,small,14,31,{},graphviz_sfdp,1906451917,data/raw/real/PROTEINS/real_PROTEINS_0290.graphml,data/images/real_PROTEINS_0290.png,0.3406593406593406,medium,13,32,1,1,in_distribution_normal,held_out
real_PROTEINS_0291,real,PROTEINS,small,21,37,{},graphviz_sfdp,660399742,data/raw/real/PROTEINS/real_PROTEINS_0291.graphml,data/images/real_PROTEINS_0291.png,0.1761904761904762,medium,17,45,8,4,in_distribution_normal,held_out
real_PROTEINS_0292,real,PROTEINS,medium,44,93,{},graphviz_sfdp,774707703,data/raw/real/PROTEINS/real_PROTEINS_0292.graphml,data/images/real_PROTEINS_0292.png,0.0983086680761099,sparse,27,41,52,17,in_distribution_normal,held_out
real_PROTEINS_0293,real,PROTEINS,xlarge,111,198,{},graphviz_sfdp,682416666,data/raw/real/PROTEINS/real_PROTEINS_0293.graphml,data/images/real_PROTEINS_0293.png,0.0324324324324324,sparse,40,43,155,71,out_of_distribution_size,held_out
real_PROTEINS_0294,real,PROTEINS,small,23,55,{},graphviz_sfdp,4077637290,data/raw/real/PROTEINS/real_PROTEINS_0294.graphml,data/images/real_PROTEINS_0294.png,0.217391304347826,medium,21,61,6,2,in_distribution_normal,held_out
real_PROTEINS_0295,real,PROTEINS,large,60,114,{},graphviz_sfdp,2064253423,data/raw/real/PROTEINS/real_PROTEINS_0295.graphml,data/images/real_PROTEINS_0295.png,0.0644067796610169,sparse,39,45,69,21,in_distribution_normal,held_out
real_PROTEINS_0296,real,PROTEINS,large,99,193,{},graphviz_sfdp,414709123,data/raw/real/PROTEINS/real_PROTEINS_0296.graphml,data/images/real_PROTEINS_0296.png,0.0397856112141826,sparse,60,75,118,39,in_distribution_normal,held_out
real_PROTEINS_0297,real,PROTEINS,medium,34,69,{},graphviz_sfdp,441975571,data/raw/real/PROTEINS/real_PROTEINS_0297.graphml,data/images/real_PROTEINS_0297.png,0.1229946524064171,sparse,29,47,22,5,in_distribution_normal,held_out
real_PROTEINS_0298,real,PROTEINS,medium,32,67,{},graphviz_sfdp,451170568,data/raw/real/PROTEINS/real_PROTEINS_0298.graphml,data/images/real_PROTEINS_0298.png,0.1350806451612903,sparse,24,36,31,8,in_distribution_normal,held_out
real_PROTEINS_0299,real,PROTEINS,medium,27,62,{},graphviz_sfdp,1197479580,data/raw/real/PROTEINS/real_PROTEINS_0299.graphml,data/images/real_PROTEINS_0299.png,0.1766381766381766,medium,23,43,19,4,in_distribution_normal,held_out
real_PROTEINS_0300,real,PROTEINS,medium,42,90,{},graphviz_sfdp,2017679025,data/raw/real/PROTEINS/real_PROTEINS_0300.graphml,data/images/real_PROTEINS_0300.png,0.1045296167247386,sparse,37,73,17,5,in_distribution_normal,held_out
real_PROTEINS_0301,real,PROTEINS,large,96,166,{},graphviz_sfdp,28056329,data/raw/real/PROTEINS/real_PROTEINS_0301.graphml,data/images/real_PROTEINS_0301.png,0.0364035087719298,sparse,68,80,86,28,in_distribution_normal,held_out
real_PROTEINS_0302,real,PROTEINS,small,17,32,{},graphviz_sfdp,2517538882,data/raw/real/PROTEINS/real_PROTEINS_0302.graphml,data/images/real_PROTEINS_0302.png,0.2352941176470588,medium,15,27,5,2,in_distribution_normal,held_out
real_PROTEINS_0303,real,PROTEINS,large,60,128,{},graphviz_sfdp,791139485,data/raw/real/PROTEINS/real_PROTEINS_0303.graphml,data/images/real_PROTEINS_0303.png,0.0723163841807909,sparse,38,54,74,22,in_distribution_normal,held_out
real_PROTEINS_0304,real,PROTEINS,small,21,48,{},graphviz_sfdp,552233147,data/raw/real/PROTEINS/real_PROTEINS_0304.graphml,data/images/real_PROTEINS_0304.png,0.2285714285714285,medium,18,35,13,3,in_distribution_normal,held_out
real_PROTEINS_0305,real,PROTEINS,large,79,118,{},graphviz_sfdp,1264248206,data/raw/real/PROTEINS/real_PROTEINS_0305.graphml,data/images/real_PROTEINS_0305.png,0.0382992534891269,sparse,80,113,5,1,in_distribution_normal,held_out
