graph_id,source,generator,tier,num_nodes,num_edges,gen_params,layout_algorithm,layout_seed,graph_path,image_path,density,density_bucket,pred_num_vertices,pred_num_edges,abs_edge_error,abs_vertex_error,category,split,ink_fraction,diameter,avg_clustering,is_connected
real_PROTEINS_0345,real,PROTEINS,small,18,39,{},graphviz_sfdp,776625248,data/raw/real/PROTEINS/real_PROTEINS_0345.graphml,data/images/real_PROTEINS_0345.png,0.2549019607843137,medium,18,35,4,0,in_distribution_normal,held_out,0.14116310586734693,6,0.5185185185185186,True
real_PROTEINS_0346,real,PROTEINS,small,14,24,{},graphviz_sfdp,2272030510,data/raw/real/PROTEINS/real_PROTEINS_0346.graphml,data/images/real_PROTEINS_0346.png,0.2637362637362637,medium,14,22,2,0,in_distribution_normal,held_out,0.13347018494897958,6,0.719047619047619,True
real_PROTEINS_0347,real,PROTEINS,small,15,27,{},graphviz_sfdp,3944174824,data/raw/real/PROTEINS/real_PROTEINS_0347.graphml,data/images/real_PROTEINS_0347.png,0.2571428571428571,medium,14,26,1,1,in_distribution_normal,held_out,0.13823341836734693,8,0.6799999999999999,True
real_PROTEINS_0348,real,PROTEINS,large,62,121,{},graphviz_sfdp,1581023670,data/raw/real/PROTEINS/real_PROTEINS_0348.graphml,data/images/real_PROTEINS_0348.png,0.0639873083024854,sparse,38,44,77,24,in_distribution_normal,held_out,0.11648995535714286,16,0.5865591397849462,False
real_PROTEINS_0349,real,PROTEINS,large,60,89,{},graphviz_sfdp,629746096,data/raw/real/PROTEINS/real_PROTEINS_0349.graphml,data/images/real_PROTEINS_0349.png,0.0502824858757062,sparse,54,67,22,6,in_distribution_normal,held_out,0.13458625637755103,13,0.045000000000000005,True
real_PROTEINS_0350,real,PROTEINS,small,24,39,{},graphviz_sfdp,3787767176,data/raw/real/PROTEINS/real_PROTEINS_0350.graphml,data/images/real_PROTEINS_0350.png,0.1413043478260869,sparse,19,27,12,5,in_distribution_normal,held_out,0.1276905293367347,13,0.611111111111111,True
real_PROTEINS_0351,real,PROTEINS,tiny,9,18,{},graphviz_sfdp,2466277439,data/raw/real/PROTEINS/real_PROTEINS_0351.graphml,data/images/real_PROTEINS_0351.png,0.5,dense,9,20,2,0,high_density_clutter,held_out,0.13618064413265307,3,0.7703703703703704,True
real_PROTEINS_0352,real,PROTEINS,medium,44,86,{},graphviz_sfdp,787273285,data/raw/real/PROTEINS/real_PROTEINS_0352.graphml,data/images/real_PROTEINS_0352.png,0.0909090909090909,sparse,33,44,42,11,in_distribution_normal,held_out,0.12707270408163265,13,0.44090909090909086,True
real_PROTEINS_0353,real,PROTEINS,medium,30,53,{},graphviz_sfdp,1380832709,data/raw/real/PROTEINS/real_PROTEINS_0353.graphml,data/images/real_PROTEINS_0353.png,0.1218390804597701,sparse,25,30,23,5,in_distribution_normal,held_out,0.11762595663265306,16,0.6333333333333333,True
real_PROTEINS_0354,real,PROTEINS,medium,48,89,{},graphviz_sfdp,3001178557,data/raw/real/PROTEINS/real_PROTEINS_0354.graphml,data/images/real_PROTEINS_0354.png,0.0789007092198581,sparse,24,25,64,24,in_distribution_normal,held_out,0.10509008290816327,25,0.5965277777777778,True
real_PROTEINS_0355,real,PROTEINS,small,20,41,{},graphviz_sfdp,725157211,data/raw/real/PROTEINS/real_PROTEINS_0355.graphml,data/images/real_PROTEINS_0355.png,0.2157894736842105,medium,18,32,9,2,in_distribution_normal,held_out,0.13920998086734693,6,0.4216666666666667,True
real_PROTEINS_0356,real,PROTEINS,medium,29,57,{},graphviz_sfdp,1280736293,data/raw/real/PROTEINS/real_PROTEINS_0356.graphml,data/images/real_PROTEINS_0356.png,0.1403940886699507,sparse,23,34,23,6,in_distribution_normal,held_out,0.13135762117346939,14,0.6517241379310345,True
real_PROTEINS_0357,real,PROTEINS,medium,42,75,{},graphviz_sfdp,969096690,data/raw/real/PROTEINS/real_PROTEINS_0357.graphml,data/images/real_PROTEINS_0357.png,0.0871080139372822,sparse,32,43,32,10,in_distribution_normal,held_out,0.12864716198979592,17,0.2246031746031746,True
real_PROTEINS_0358,real,PROTEINS,small,12,23,{},graphviz_sfdp,1153192681,data/raw/real/PROTEINS/real_PROTEINS_0358.graphml,data/images/real_PROTEINS_0358.png,0.3484848484848485,medium,11,20,3,1,in_distribution_normal,held_out,0.13398836096938777,5,0.725,True
real_PROTEINS_0359,real,PROTEINS,medium,27,61,{},graphviz_sfdp,1921239276,data/raw/real/PROTEINS/real_PROTEINS_0359.graphml,data/images/real_PROTEINS_0359.png,0.1737891737891738,medium,21,44,17,6,in_distribution_normal,held_out,0.14012675382653061,7,0.5105820105820106,True
real_PROTEINS_0360,real,PROTEINS,medium,38,88,{},graphviz_sfdp,4052938912,data/raw/real/PROTEINS/real_PROTEINS_0360.graphml,data/images/real_PROTEINS_0360.png,0.1251778093883357,sparse,34,61,27,4,in_distribution_normal,held_out,0.14443160076530612,6,0.5394736842105263,False
real_PROTEINS_0361,real,PROTEINS,small,23,52,{},graphviz_sfdp,3719070161,data/raw/real/PROTEINS/real_PROTEINS_0361.graphml,data/images/real_PROTEINS_0361.png,0.2055335968379446,medium,21,41,11,2,in_distribution_normal,held_out,0.14066485969387754,8,0.5469979296066253,True
real_PROTEINS_0362,real,PROTEINS,xlarge,101,168,{},graphviz_sfdp,426493727,data/raw/real/PROTEINS/real_PROTEINS_0362.graphml,data/images/real_PROTEINS_0362.png,0.0332673267326732,sparse,61,91,77,40,out_of_distribution_size,held_out,0.14301658163265307,27,0.08972182932578972,True
real_PROTEINS_0363,real,PROTEINS,large,50,91,{},graphviz_sfdp,4130607757,data/raw/real/PROTEINS/real_PROTEINS_0363.graphml,data/images/real_PROTEINS_0363.png,0.0742857142857142,sparse,36,44,47,14,in_distribution_normal,held_out,0.11997767857142858,14,0.5519999999999999,True
real_PROTEINS_0364,real,PROTEINS,small,21,47,{},graphviz_sfdp,1735224328,data/raw/real/PROTEINS/real_PROTEINS_0364.graphml,data/images/real_PROTEINS_0364.png,0.2238095238095238,medium,20,39,8,1,in_distribution_normal,held_out,0.1422393176020408,6,0.45396825396825397,True
real_PROTEINS_0365,real,PROTEINS,medium,26,45,{},graphviz_sfdp,3504155706,data/raw/real/PROTEINS/real_PROTEINS_0365.graphml,data/images/real_PROTEINS_0365.png,0.1384615384615384,sparse,19,26,19,7,in_distribution_normal,held_out,0.12693319515306123,13,0.6435897435897436,True
real_PROTEINS_0366,real,PROTEINS,tiny,8,16,{},graphviz_sfdp,1566143085,data/raw/real/PROTEINS/real_PROTEINS_0366.graphml,data/images/real_PROTEINS_0366.png,0.5714285714285714,dense,7,16,0,1,high_density_clutter,held_out,0.1314971301020408,3,0.8,True
real_PROTEINS_0367,real,PROTEINS,small,23,40,{},graphviz_sfdp,1286171336,data/raw/real/PROTEINS/real_PROTEINS_0367.graphml,data/images/real_PROTEINS_0367.png,0.1581027667984189,medium,19,26,14,4,in_distribution_normal,held_out,0.1282684948979592,12,0.6304347826086957,True
real_PROTEINS_0368,real,PROTEINS,small,18,32,{},graphviz_sfdp,192901916,data/raw/real/PROTEINS/real_PROTEINS_0368.graphml,data/images/real_PROTEINS_0368.png,0.2091503267973856,medium,17,31,1,1,in_distribution_normal,held_out,0.13825334821428573,6,0.3277777777777777,True
real_PROTEINS_0369,real,PROTEINS,medium,27,49,{},graphviz_sfdp,335997626,data/raw/real/PROTEINS/real_PROTEINS_0369.graphml,data/images/real_PROTEINS_0369.png,0.1396011396011396,sparse,21,25,24,6,in_distribution_normal,held_out,0.12123325892857142,14,0.6580246913580247,True
real_PROTEINS_0370,real,PROTEINS,medium,32,57,{},graphviz_sfdp,2085913097,data/raw/real/PROTEINS/real_PROTEINS_0370.graphml,data/images/real_PROTEINS_0370.png,0.1149193548387096,sparse,22,29,28,10,in_distribution_normal,held_out,0.12699298469387754,16,0.6145833333333334,True
real_PROTEINS_0371,real,PROTEINS,medium,48,74,{},graphviz_sfdp,3921690963,data/raw/real/PROTEINS/real_PROTEINS_0371.graphml,data/images/real_PROTEINS_0371.png,0.0656028368794326,sparse,43,63,11,5,in_distribution_normal,held_out,0.13837292729591838,11,0.024999999999999998,True
real_PROTEINS_0372,real,PROTEINS,large,52,99,{},graphviz_sfdp,3677016941,data/raw/real/PROTEINS/real_PROTEINS_0372.graphml,data/images/real_PROTEINS_0372.png,0.0746606334841629,sparse,39,58,41,13,in_distribution_normal,held_out,0.13424744897959184,18,0.2551282051282051,True
real_PROTEINS_0373,real,PROTEINS,small,15,25,{},graphviz_sfdp,1088756191,data/raw/real/PROTEINS/real_PROTEINS_0373.graphml,data/images/real_PROTEINS_0373.png,0.238095238095238,medium,13,23,2,2,in_distribution_normal,held_out,0.13624043367346939,7,0.7711111111111111,True
real_PROTEINS_0374,real,PROTEINS,medium,31,52,{},graphviz_sfdp,2500256693,data/raw/real/PROTEINS/real_PROTEINS_0374.graphml,data/images/real_PROTEINS_0374.png,0.1118279569892473,sparse,23,25,27,8,in_distribution_normal,held_out,0.11876195790816327,18,0.5935483870967742,True
real_PROTEINS_0375,real,PROTEINS,xlarge,125,214,{},graphviz_sfdp,2903731902,data/raw/real/PROTEINS/real_PROTEINS_0375.graphml,data/images/real_PROTEINS_0375.png,0.0276129032258064,sparse,67,97,117,58,out_of_distribution_size,held_out,0.13749601403061223,25,0.16493968253968253,True
real_PROTEINS_0376,real,PROTEINS,medium,27,60,{},graphviz_sfdp,2743257412,data/raw/real/PROTEINS/real_PROTEINS_0376.graphml,data/images/real_PROTEINS_0376.png,0.1709401709401709,medium,23,45,15,4,in_distribution_normal,held_out,0.14132254464285715,11,0.5777777777777777,True
real_PROTEINS_0377,real,PROTEINS,medium,34,80,{},graphviz_sfdp,1027939561,data/raw/real/PROTEINS/real_PROTEINS_0377.graphml,data/images/real_PROTEINS_0377.png,0.142602495543672,sparse,28,65,15,6,in_distribution_normal,held_out,0.14528858418367346,9,0.4848039215686275,True
real_PROTEINS_0378,real,PROTEINS,large,82,171,{},graphviz_sfdp,2109422501,data/raw/real/PROTEINS/real_PROTEINS_0378.graphml,data/images/real_PROTEINS_0378.png,0.051490514905149,sparse,34,41,130,48,in_distribution_normal,held_out,0.11300223214285714,26,0.3030197444831591,True
real_PROTEINS_0379,real,PROTEINS,medium,32,78,{},graphviz_sfdp,828033895,data/raw/real/PROTEINS/real_PROTEINS_0379.graphml,data/images/real_PROTEINS_0379.png,0.157258064516129,medium,29,61,17,3,in_distribution_normal,held_out,0.1454480229591837,10,0.49583333333333335,True
real_PROTEINS_0380,real,PROTEINS,medium,37,86,{},graphviz_sfdp,1945560186,data/raw/real/PROTEINS/real_PROTEINS_0380.graphml,data/images/real_PROTEINS_0380.png,0.1291291291291291,sparse,34,72,14,3,in_distribution_normal,held_out,0.14662388392857142,12,0.49150579150579154,True
real_PROTEINS_0381,real,PROTEINS,tiny,8,13,{},graphviz_sfdp,1711144546,data/raw/real/PROTEINS/real_PROTEINS_0381.graphml,data/images/real_PROTEINS_0381.png,0.4642857142857143,dense,8,13,0,0,high_density_clutter,held_out,0.12858737244897958,3,0.875,True
real_PROTEINS_0382,real,PROTEINS,large,69,138,{},graphviz_sfdp,951087637,data/raw/real/PROTEINS/real_PROTEINS_0382.graphml,data/images/real_PROTEINS_0382.png,0.0588235294117647,sparse,52,75,63,17,in_distribution_normal,held_out,0.13508450255102042,17,0.2657004830917874,True
real_PROTEINS_0383,real,PROTEINS,small,21,42,{},graphviz_sfdp,2202136090,data/raw/real/PROTEINS/real_PROTEINS_0383.graphml,data/images/real_PROTEINS_0383.png,0.2,medium,17,29,13,4,in_distribution_normal,held_out,0.13554288903061223,8,0.6063492063492063,True
real_PROTEINS_0384,real,PROTEINS,medium,32,64,{},graphviz_sfdp,1442428649,data/raw/real/PROTEINS/real_PROTEINS_0384.graphml,data/images/real_PROTEINS_0384.png,0.1290322580645161,sparse,24,40,24,8,in_distribution_normal,held_out,0.13530373086734693,12,0.4642857142857143,True
real_PROTEINS_0385,real,PROTEINS,medium,34,58,{},graphviz_sfdp,1937836868,data/raw/real/PROTEINS/real_PROTEINS_0385.graphml,data/images/real_PROTEINS_0385.png,0.1033868092691622,sparse,26,33,25,8,in_distribution_normal,held_out,0.12230947066326531,19,0.622549019607843,True
real_PROTEINS_0386,real,PROTEINS,medium,25,59,{},graphviz_sfdp,3369126008,data/raw/real/PROTEINS/real_PROTEINS_0386.graphml,data/images/real_PROTEINS_0386.png,0.1966666666666666,medium,23,56,3,2,in_distribution_normal,held_out,0.14791932397959184,7,0.4860952380952381,True
real_PROTEINS_0387,real,PROTEINS,large,72,160,{},graphviz_sfdp,2433651531,data/raw/real/PROTEINS/real_PROTEINS_0387.graphml,data/images/real_PROTEINS_0387.png,0.0625978090766823,sparse,43,54,106,29,in_distribution_normal,held_out,0.11660953443877552,22,0.42916666666666664,True
real_PROTEINS_0388,real,PROTEINS,small,23,45,{},graphviz_sfdp,3393081144,data/raw/real/PROTEINS/real_PROTEINS_0388.graphml,data/images/real_PROTEINS_0388.png,0.1778656126482213,medium,17,27,18,6,in_distribution_normal,held_out,0.13089923469387754,10,0.6739130434782609,True
real_PROTEINS_0389,real,PROTEINS,medium,25,43,{},graphviz_sfdp,3374940850,data/raw/real/PROTEINS/real_PROTEINS_0389.graphml,data/images/real_PROTEINS_0389.png,0.1433333333333333,sparse,21,30,13,4,in_distribution_normal,held_out,0.12922512755102042,13,0.616,True
real_PROTEINS_0390,real,PROTEINS,small,23,43,{},graphviz_sfdp,1749440187,data/raw/real/PROTEINS/real_PROTEINS_0390.graphml,data/images/real_PROTEINS_0390.png,0.1699604743083003,medium,21,30,13,2,in_distribution_normal,held_out,0.13271285076530612,11,0.6463768115942029,True
real_PROTEINS_0391,real,PROTEINS,small,23,47,{},graphviz_sfdp,723351269,data/raw/real/PROTEINS/real_PROTEINS_0391.graphml,data/images/real_PROTEINS_0391.png,0.1857707509881423,medium,20,54,7,3,in_distribution_normal,held_out,0.15525350765306123,9,0.6159420289855072,True
real_PROTEINS_0392,real,PROTEINS,medium,27,61,{},graphviz_sfdp,3196206964,data/raw/real/PROTEINS/real_PROTEINS_0392.graphml,data/images/real_PROTEINS_0392.png,0.1737891737891738,medium,23,45,16,4,in_distribution_normal,held_out,0.1420001594387755,7,0.3493827160493827,True
real_PROTEINS_0393,real,PROTEINS,medium,36,65,{},graphviz_sfdp,3808826936,data/raw/real/PROTEINS/real_PROTEINS_0393.graphml,data/images/real_PROTEINS_0393.png,0.1031746031746031,sparse,31,47,18,5,in_distribution_normal,held_out,0.13572225765306123,12,0.40899470899470897,True
real_PROTEINS_0394,real,PROTEINS,medium,26,54,{},graphviz_sfdp,708319538,data/raw/real/PROTEINS/real_PROTEINS_0394.graphml,data/images/real_PROTEINS_0394.png,0.1661538461538461,medium,20,38,16,6,in_distribution_normal,held_out,0.13952885841836735,10,0.5871794871794871,True
real_PROTEINS_0395,real,PROTEINS,small,21,39,{},graphviz_sfdp,802564865,data/raw/real/PROTEINS/real_PROTEINS_0395.graphml,data/images/real_PROTEINS_0395.png,0.1857142857142857,medium,17,40,1,4,in_distribution_normal,held_out,0.15174585459183673,10,0.6984126984126984,True
real_PROTEINS_0396,real,PROTEINS,small,20,36,{},graphviz_sfdp,3407415988,data/raw/real/PROTEINS/real_PROTEINS_0396.graphml,data/images/real_PROTEINS_0396.png,0.1894736842105263,medium,19,33,3,1,in_distribution_normal,held_out,0.1414421237244898,10,0.625,True
real_PROTEINS_0397,real,PROTEINS,tiny,7,13,{},graphviz_sfdp,3952856633,data/raw/real/PROTEINS/real_PROTEINS_0397.graphml,data/images/real_PROTEINS_0397.png,0.6190476190476191,dense,7,14,1,0,high_density_clutter,held_out,0.12555803571428573,2,0.8285714285714285,True
real_PROTEINS_0398,real,PROTEINS,large,64,123,{},graphviz_sfdp,3447983026,data/raw/real/PROTEINS/real_PROTEINS_0398.graphml,data/images/real_PROTEINS_0398.png,0.0610119047619047,sparse,59,117,6,5,in_distribution_normal,held_out,0.15461575255102042,15,0.15572916666666667,True
real_PROTEINS_0399,real,PROTEINS,large,74,153,{},graphviz_sfdp,2444379241,data/raw/real/PROTEINS/real_PROTEINS_0399.graphml,data/images/real_PROTEINS_0399.png,0.056645686782673,sparse,32,33,120,42,in_distribution_normal,held_out,0.09241470025510204,31,0.5747747747747748,True
real_PROTEINS_0400,real,PROTEINS,large,73,142,{},graphviz_sfdp,386145666,data/raw/real/PROTEINS/real_PROTEINS_0400.graphml,data/images/real_PROTEINS_0400.png,0.0540334855403348,sparse,29,33,109,44,in_distribution_normal,held_out,0.10170200892857142,27,0.2735812133072407,True
real_PROTEINS_0401,real,PROTEINS,medium,33,57,{},graphviz_sfdp,331619016,data/raw/real/PROTEINS/real_PROTEINS_0401.graphml,data/images/real_PROTEINS_0401.png,0.1079545454545454,sparse,21,23,34,12,in_distribution_normal,held_out,0.11383928571428571,18,0.5787878787878787,True
real_PROTEINS_0402,real,PROTEINS,medium,34,65,{},graphviz_sfdp,3230035844,data/raw/real/PROTEINS/real_PROTEINS_0402.graphml,data/images/real_PROTEINS_0402.png,0.1158645276292335,sparse,20,32,33,14,in_distribution_normal,held_out,0.13000239158163265,16,0.5617647058823528,True
real_PROTEINS_0403,real,PROTEINS,medium,30,52,{},graphviz_sfdp,4227886188,data/raw/real/PROTEINS/real_PROTEINS_0403.graphml,data/images/real_PROTEINS_0403.png,0.1195402298850574,sparse,26,36,16,4,in_distribution_normal,held_out,0.13221460459183673,16,0.6433333333333333,True
real_PROTEINS_0404,real,PROTEINS,medium,43,89,{},graphviz_sfdp,2648787726,data/raw/real/PROTEINS/real_PROTEINS_0404.graphml,data/images/real_PROTEINS_0404.png,0.0985603543743078,sparse,38,83,6,5,in_distribution_normal,held_out,0.1444515306122449,8,0.32397563676633445,True
real_PROTEINS_0405,real,PROTEINS,xlarge,123,214,{},graphviz_sfdp,3883618660,data/raw/real/PROTEINS/real_PROTEINS_0405.graphml,data/images/real_PROTEINS_0405.png,0.0285219245635079,sparse,64,88,126,59,out_of_distribution_size,held_out,0.13512436224489796,22,0.1997677119628339,False
real_PROTEINS_0406,real,PROTEINS,medium,42,84,{},graphviz_sfdp,3266228005,data/raw/real/PROTEINS/real_PROTEINS_0406.graphml,data/images/real_PROTEINS_0406.png,0.0975609756097561,sparse,31,43,41,11,in_distribution_normal,held_out,0.13087930484693877,12,0.3272675736961451,True
real_PROTEINS_0407,real,PROTEINS,small,16,26,{},graphviz_sfdp,3754154521,data/raw/real/PROTEINS/real_PROTEINS_0407.graphml,data/images/real_PROTEINS_0407.png,0.2166666666666666,medium,14,20,6,2,in_distribution_normal,held_out,0.1314373405612245,9,0.6770833333333333,True
real_PROTEINS_0408,real,PROTEINS,medium,37,67,{},graphviz_sfdp,154952991,data/raw/real/PROTEINS/real_PROTEINS_0408.graphml,data/images/real_PROTEINS_0408.png,0.1006006006006006,sparse,29,50,17,8,in_distribution_normal,held_out,0.1407844387755102,16,0.2153153153153153,True
real_PROTEINS_0409,real,PROTEINS,small,10,18,{},graphviz_sfdp,2106543366,data/raw/real/PROTEINS/real_PROTEINS_0409.graphml,data/images/real_PROTEINS_0409.png,0.4,dense,9,21,3,1,high_density_clutter,held_out,0.1363201530612245,4,0.7733333333333333,True
real_PROTEINS_0410,real,PROTEINS,tiny,7,13,{},graphviz_sfdp,2910708500,data/raw/real/PROTEINS/real_PROTEINS_0410.graphml,data/images/real_PROTEINS_0410.png,0.6190476190476191,dense,7,14,1,0,high_density_clutter,held_out,0.12629544005102042,2,0.8285714285714285,True
real_PROTEINS_0411,real,PROTEINS,medium,36,72,{},graphviz_sfdp,3280533409,data/raw/real/PROTEINS/real_PROTEINS_0411.graphml,data/images/real_PROTEINS_0411.png,0.1142857142857142,sparse,30,49,23,6,in_distribution_normal,held_out,0.13755580357142858,10,0.37050264550264544,True
real_PROTEINS_0412,real,PROTEINS,medium,32,52,{},graphviz_sfdp,1363028766,data/raw/real/PROTEINS/real_PROTEINS_0412.graphml,data/images/real_PROTEINS_0412.png,0.1048387096774193,sparse,24,31,21,8,in_distribution_normal,held_out,0.12085459183673469,19,0.5885416666666666,True
real_PROTEINS_0413,real,PROTEINS,tiny,7,15,{},graphviz_sfdp,3696494764,data/raw/real/PROTEINS/real_PROTEINS_0413.graphml,data/images/real_PROTEINS_0413.png,0.7142857142857143,dense,7,14,1,0,high_density_clutter,held_out,0.13139748086734693,2,0.619047619047619,True
real_PROTEINS_0414,real,PROTEINS,small,24,42,{},graphviz_sfdp,490465769,data/raw/real/PROTEINS/real_PROTEINS_0414.graphml,data/images/real_PROTEINS_0414.png,0.1521739130434782,medium,21,32,10,3,in_distribution_normal,held_out,0.13133769132653061,12,0.6486111111111111,True
real_PROTEINS_0415,real,PROTEINS,small,23,39,{},graphviz_sfdp,88533659,data/raw/real/PROTEINS/real_PROTEINS_0415.graphml,data/images/real_PROTEINS_0415.png,0.1541501976284585,medium,18,25,14,5,in_distribution_normal,held_out,0.12474091198979592,12,0.6159420289855072,True
real_PROTEINS_0416,real,PROTEINS,small,20,39,{},graphviz_sfdp,1423911938,data/raw/real/PROTEINS/real_PROTEINS_0416.graphml,data/images/real_PROTEINS_0416.png,0.2052631578947368,medium,18,36,3,2,in_distribution_normal,held_out,0.14443160076530612,9,0.6566666666666666,True
real_PROTEINS_0417,real,PROTEINS,tiny,9,17,{},graphviz_sfdp,84161551,data/raw/real/PROTEINS/real_PROTEINS_0417.graphml,data/images/real_PROTEINS_0417.png,0.4722222222222222,dense,8,19,2,1,high_density_clutter,held_out,0.13641980229591838,4,0.8037037037037037,True
real_PROTEINS_0418,real,PROTEINS,small,11,20,{},graphviz_sfdp,941127014,data/raw/real/PROTEINS/real_PROTEINS_0418.graphml,data/images/real_PROTEINS_0418.png,0.3636363636363636,medium,10,18,2,1,in_distribution_normal,held_out,0.1338488520408163,5,0.7606060606060606,True
real_PROTEINS_0419,real,PROTEINS,medium,43,86,{},graphviz_sfdp,3709148558,data/raw/real/PROTEINS/real_PROTEINS_0419.graphml,data/images/real_PROTEINS_0419.png,0.0952380952380952,sparse,38,64,22,5,in_distribution_normal,held_out,0.14080436862244897,8,0.20143964562569214,True
real_PROTEINS_0420,real,PROTEINS,medium,40,71,{},graphviz_sfdp,2610468137,data/raw/real/PROTEINS/real_PROTEINS_0420.graphml,data/images/real_PROTEINS_0420.png,0.091025641025641,sparse,32,37,34,8,in_distribution_normal,held_out,0.11752630739795919,23,0.6116666666666666,True
real_PROTEINS_0421,real,PROTEINS,large,88,186,{},graphviz_sfdp,4235934774,data/raw/real/PROTEINS/real_PROTEINS_0421.graphml,data/images/real_PROTEINS_0421.png,0.0485893416927899,sparse,43,53,133,45,in_distribution_normal,held_out,0.1133609693877551,23,0.5173160173160173,True
real_PROTEINS_0422,real,PROTEINS,small,20,42,{},graphviz_sfdp,1736120303,data/raw/real/PROTEINS/real_PROTEINS_0422.graphml,data/images/real_PROTEINS_0422.png,0.2210526315789473,medium,18,27,15,2,in_distribution_normal,held_out,0.13364955357142858,9,0.5983333333333334,True
real_PROTEINS_0423,real,PROTEINS,large,84,118,{},graphviz_sfdp,3691031342,data/raw/real/PROTEINS/real_PROTEINS_0423.graphml,data/images/real_PROTEINS_0423.png,0.033849684452094,sparse,53,65,53,31,in_distribution_normal,held_out,0.11928013392857142,27,0.24880952380952379,True
real_PROTEINS_0424,real,PROTEINS,medium,27,45,{},graphviz_sfdp,1206640105,data/raw/real/PROTEINS/real_PROTEINS_0424.graphml,data/images/real_PROTEINS_0424.png,0.1282051282051282,sparse,22,30,15,5,in_distribution_normal,held_out,0.12976323341836735,14,0.6111111111111112,True
real_PROTEINS_0425,real,PROTEINS,large,59,100,{},graphviz_sfdp,562628964,data/raw/real/PROTEINS/real_PROTEINS_0425.graphml,data/images/real_PROTEINS_0425.png,0.0584453535943892,sparse,51,63,37,8,in_distribution_normal,held_out,0.12145248724489796,35,0.5858757062146892,True
real_PROTEINS_0426,real,PROTEINS,small,15,27,{},graphviz_sfdp,978867699,data/raw/real/PROTEINS/real_PROTEINS_0426.graphml,data/images/real_PROTEINS_0426.png,0.2571428571428571,medium,14,25,2,1,in_distribution_normal,held_out,0.13645966198979592,7,0.6933333333333334,True
real_PROTEINS_0427,real,PROTEINS,small,18,30,{},graphviz_sfdp,3483635547,data/raw/real/PROTEINS/real_PROTEINS_0427.graphml,data/images/real_PROTEINS_0427.png,0.196078431372549,medium,16,24,6,2,in_distribution_normal,held_out,0.130859375,10,0.6388888888888888,True
real_PROTEINS_0428,real,PROTEINS,large,64,107,{},graphviz_sfdp,2187535400,data/raw/real/PROTEINS/real_PROTEINS_0428.graphml,data/images/real_PROTEINS_0428.png,0.0530753968253968,sparse,66,91,16,2,in_distribution_normal,held_out,0.13532366071428573,14,0.13020833333333334,True
real_PROTEINS_0429,real,PROTEINS,large,94,202,{},graphviz_sfdp,2810629924,data/raw/real/PROTEINS/real_PROTEINS_0429.graphml,data/images/real_PROTEINS_0429.png,0.0462136810798444,sparse,48,62,140,46,in_distribution_normal,held_out,0.12045599489795919,22,0.3180851063829787,True
real_PROTEINS_0430,real,PROTEINS,medium,39,69,{},graphviz_sfdp,3896124755,data/raw/real/PROTEINS/real_PROTEINS_0430.graphml,data/images/real_PROTEINS_0430.png,0.0931174089068826,sparse,30,37,32,9,in_distribution_normal,held_out,0.11959901147959184,21,0.6478632478632479,True
real_PROTEINS_0431,real,PROTEINS,medium,38,66,{},graphviz_sfdp,3288649663,data/raw/real/PROTEINS/real_PROTEINS_0431.graphml,data/images/real_PROTEINS_0431.png,0.0938833570412517,sparse,28,38,28,10,in_distribution_normal,held_out,0.1279296875,21,0.593859649122807,True
real_PROTEINS_0432,real,PROTEINS,large,93,174,{},graphviz_sfdp,1024415833,data/raw/real/PROTEINS/real_PROTEINS_0432.graphml,data/images/real_PROTEINS_0432.png,0.0406732117812061,sparse,42,47,127,51,in_distribution_normal,held_out,0.10056600765306123,39,0.14644137224782386,True
real_PROTEINS_0433,real,PROTEINS,large,94,194,{},graphviz_sfdp,1096970836,data/raw/real/PROTEINS/real_PROTEINS_0433.graphml,data/images/real_PROTEINS_0433.png,0.044383436284603,sparse,61,98,96,33,in_distribution_normal,held_out,0.1359813456632653,22,0.2275498142519419,True
real_PROTEINS_0434,real,PROTEINS,medium,38,64,{},graphviz_sfdp,3488137695,data/raw/real/PROTEINS/real_PROTEINS_0434.graphml,data/images/real_PROTEINS_0434.png,0.0910384068278805,sparse,27,31,33,11,in_distribution_normal,held_out,0.119140625,22,0.5833333333333333,True
real_PROTEINS_0435,real,PROTEINS,small,21,38,{},graphviz_sfdp,1464072961,data/raw/real/PROTEINS/real_PROTEINS_0435.graphml,data/images/real_PROTEINS_0435.png,0.1809523809523809,medium,20,33,5,1,in_distribution_normal,held_out,0.13438695790816327,10,0.707936507936508,True
real_PROTEINS_0436,real,PROTEINS,medium,47,91,{},graphviz_sfdp,2157875933,data/raw/real/PROTEINS/real_PROTEINS_0436.graphml,data/images/real_PROTEINS_0436.png,0.0841813135985199,sparse,30,41,50,17,in_distribution_normal,held_out,0.12488042091836735,15,0.3557244174265451,True
real_PROTEINS_0437,real,PROTEINS,medium,26,45,{},graphviz_sfdp,4270707472,data/raw/real/PROTEINS/real_PROTEINS_0437.graphml,data/images/real_PROTEINS_0437.png,0.1384615384615384,sparse,20,27,18,6,in_distribution_normal,held_out,0.12990274234693877,13,0.6243589743589744,True
real_PROTEINS_0438,real,PROTEINS,large,96,183,{},graphviz_sfdp,3702395170,data/raw/real/PROTEINS/real_PROTEINS_0438.graphml,data/images/real_PROTEINS_0438.png,0.0401315789473684,sparse,32,37,146,64,in_distribution_normal,held_out,0.10078523596938775,29,0.08055555555555556,True
